,Solvent
17620,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3cc(N(C)C)c4ccccc4c3c3c2ccc2ccccc23)c(C)c1
17626,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3ccc4ccccc4c3c3c2cc(N(C)C)c2ccccc23)c(C)c1
17629,CN1/C(=C/C=C/C2=[N+](C)c3c(F)c(F)c4c(F)c(F)c(F)c(F)c4c3C2(C)C)C(C)(C)c2c1c(F)c(F)c1c(F)c(F)c(F)c(F)c21
17630,CN1/C(=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21
18037,CCN(CC)c1ccc2c(c1)oc(=O)c1cc3cnn(-c4ccccc4)c3nc12
18038,CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(C)nn(-c4ccccc4)c3nc12
18039,CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(-c4ccccc4)c3nc12
18040,CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12
18041,CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(cnn3-c3ccccc3)c12
18042,CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(c(C)nn3-c3ccccc3)c12
18043,CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12
18044,CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12
18045,CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12
18046,CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12
18264,c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1
18265,COc1ccc(-c2nc3ccccc3nc2-c2ccc(OC)cc2)cc1
18266,COc1ccc(-c2ccc(-c3ccc(OC)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1
18267,c1ccc(-c2nc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3nc2-c2ccccc2)cc1
18268,CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1
18269,CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1
18270,CCCCC1(c2ccccc2)Nc2ccccc2N=C1c1ccccc1
18271,CCCCC1(c2ccc(OC)cc2)Nc2ccccc2N=C1c1ccc(OC)cc1
18272,CCCCC1(c2ccccc2)Nc2c(-c3ccc(OC)cc3)ccc(-c3ccc(OC)cc3)c2N=C1c1ccccc1
18273,CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2N=C1c1ccccc1
18274,CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(C)C)cc3)ccc(-c3ccc(N(C)C)cc3)c2N=C1c1ccccc1
18275,CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(C)c4ccccc4)cc3)ccc(-c3ccc(N(C)c4ccccc4)cc3)c2N=C1c1ccccc1
18368,O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12
18369,O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12
18413,O=C1C=Cc2cc3ccccc3c(=O)n21
18414,O=C1c2ccccc2-c2cc3ccccc3c(=O)n21
18415,CCC1=C(C)c2cc3c(OC)cc(OC)cc3c(=O)n2C1=O
18416,O=C1C=CC2=Cc3ccccc3B(O)N12
18417,CCC1=C(C)C2=Cc3ccccc3B(O)N2C1=O
18418,O=C1c2ccccc2C2=Cc3ccccc3B(O)N12
18419,CCC1=C(C)C2=Cc3cc4c(cc3B(O)N2C1=O)OCO4
18420,O=C1c2ccccc2C2=Cc3cc4c(cc3B(O)N12)OCO4
18421,CCC1=C(C)C2=Cc3cscc3B(O)N2C1=O
18489,COc1ccc(-c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c(N3CCCCC3)c2)cc1
18490,Cc1ccc(-c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c(N3CCCCC3)c2)cc1
18491,N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2ccccc2)cc1N1CCCCC1
18492,N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2cccs2)cc1N1CCCCC1
18609,F[B-]12OC(c3ccccc3)=Nc3cccc([n+]31)N=C(c1ccccc1)O2
18610,Cc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(C)cc2)=N4)cc1
18611,COc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(OC)cc2)=N4)cc1
18612,c1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccccc2)=N4)cc1
18613,Cc1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccc(C)cc2)=N4)cc1
18614,c1ccc([B-]23NC(C4CCCCC4)=Nc4cccc([n+]42)N=C(C2CCCCC2)N3)cc1
18615,CCCCCCCCCCCCCCCCCCOc1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1
18647,c1cc2ccc3cc4[nH]ccc4c4ccc(c1)c2c34
18648,COC(=O)c1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1
18649,O=C(O)c1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1
18758,COc1cccc(OC)c1-c1c2ccccc2c(-c2c(OC)cccc2OC)c2ccccc12
18759,c1cc2c3c(c1)OCCCCCCOc1cccc(c1-c1c4ccccc4c-3c3ccccc13)OCCCCCCO2
18760,c1cc2c3c(c1)OCCCCCCCOc1cccc(c1-c1c4ccccc4c-3c3ccccc13)OCCCCCCCO2
18761,c1cc2c3c(c1)OCCCCCCCCOc1cccc(c1-c1c4ccccc4c-3c3ccccc13)OCCCCCCCCO2
18762,CC[Si](CC)(CC)Oc1cccc(O[Si](CC)(CC)CC)c1-c1c2ccccc2c(-c2c(O[Si](CC)(CC)CC)cccc2O[Si](CC)(CC)CC)c2ccccc12
18763,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1
18806,CC1(C)CC(/C=C/c2ccc(-n3ccnc3)cc2)=CC(=C(C#N)C#N)C1
18807,CC1(C)CC(/C=C/c2ccc(-n3cccn3)cc2)=CC(=C(C#N)C#N)C1
18808,CC1(C)CC(/C=C/c2ccc(-n3cncn3)cc2)=CC(=C(C#N)C#N)C1
18809,CC1(C)CC(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)=CC(=C(C#N)C#N)C1
18810,CC1(C)CC(/C=C/c2ccc(N3CCOCCOCCOCCOCC3)cc2)=CC(=C(C#N)C#N)C1
19122,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C
19136,Cc1c(C(=O)c2ccccc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19137,Cc1c(C(=O)c2ccc(C(F)(F)F)cc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19138,Cc1c(C(=O)c2ccccc2Cl)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19139,Cc1ccc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc1
19140,COc1ccc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc1
19141,COc1cc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc(OC)c1OC
19142,Cc1c(C(=O)c2c(F)cc(F)cc2F)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19143,Cc1c(C(=O)c2ccc3c4cccc5cccc(c6cccc2c63)c54)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19144,Cc1c(C(=O)c2ccc3ccc4cccc5ccc2c3c45)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19145,CCCc1c(C(=O)c2ccc3c4c(cccc24)-c2cccc4c2C3CC=C4)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19146,CCCCCc1c(C(=O)c2ccc3c4c(cccc24)-c2cccc4c2C3CC=C4)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19147,O=C(c1ccc2c3c(cccc13)-c1cccc3c1C2CC=C3)c1c(Cc2ccccc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19148,O=C(c1ccc2c3c(cccc13)-c1cccc3c1C2CC=C3)c1c(CCc2ccccc2)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34
19313,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c(C#Cc3ccc(C(F)(F)F)cc3)cc2C#Cc2ccc(N(CCCC)CCCC)cc2)cc1
19314,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(N(CCCC)CCCC)cc3)c(C#Cc3ccc(C(F)(F)F)cc3)cc2C#Cc2ccc(C(F)(F)F)cc2)cc1
19315,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2ccc(C(F)(F)F)cc2)cc1
19316,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2C#Cc2ccc(N(CCCC)CCCC)cc2)cc1
19317,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(N(CCCC)CCCC)cc3)c(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2C#Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
19318,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
19319,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3c(F)c(F)c(F)c(F)c3F)c(C#Cc3c(F)c(F)c(F)c(F)c3F)cc2C#Cc2ccc(N(CCCC)CCCC)cc2)cc1
19320,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(N(CCCC)CCCC)cc3)c(C#Cc3c(F)c(F)c(F)c(F)c3F)cc2C#Cc2c(F)c(F)c(F)c(F)c2F)cc1
19321,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3c(F)c(F)c(F)c(F)c3F)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2c(F)c(F)c(F)c(F)c2F)cc1
19433,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2oc3c(c21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3
19434,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2sc3c(c21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3
19435,c1ccc(-n2c3c(c4c2-c2ccccc2C42c4ccccc4-c4ccccc42)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1
19436,c1ccc(-c2ccc(-c3ccccc3)s2)cc1
19437,c1ccc2c(c1)Cc1c-2sc2c1Cc1ccccc1-2
19465,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(N(c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)cc3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19466,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc(N(c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)cc5)ccc3-4)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19467,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(N(c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19468,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)cc5)s4)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19469,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(N(c8ccc(-n9c%10ccc(C(C)(C)C)cc%10c%10cc(C(C)(C)C)ccc%109)cc8)c8ccc(-n9c%10ccc(C(C)(C)C)cc%10c%10cc(C(C)(C)C)ccc%109)cc8)cc7)s6)s5)s4)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19470,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(N(c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4)c4nsnc34)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19471,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)cc6)cc5)c5nsnc45)cc3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19472,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)cc6)s5)c5nsnc45)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1
19492,Clc1ccccc1N1c2c(sc3ccccc23)Sc2sc3ccccc3c21
19493,CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1
19516,COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4sccc4cc3c(C#CC(C)(C)C)c12
19517,COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4sccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12
19518,COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12
19519,COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4ccccc4cc3c(C#CC(C)(C)C)c12
19520,COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4ccccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12
19521,COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4ccccc4cc3c(C#Cc3ccccc3)c12
19552,CCN(CC)c1ccc(-c2nc3c(nc2-c2ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc2)c2ccccc2n3C)cc1
19558,CCN(CC)c1ccc(-c2nc3c4ccccc4n(C)c3nc2-c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)cc1
19570,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C
19571,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C
19572,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C
19573,CC(C)[Si](C#Cc1c2nc3ccccc3nc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C
19574,CC(C)[Si](C#Cc1c2nsnc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C
19575,CCC(C)[Si](C#Cc1c2nc3c4ccccc4c(=O)c4ccccc4c3nc2c(C#C[Si](C(C)CC)(C(C)CC)C(C)CC)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)CC)C(C)CC
19576,O=c1c2ccccc2c2nc3cc4c(C#C[Si](C5CCCCC5)(C5CCCCC5)C5CCCCC5)c5cc6nc7c8ccccc8c(=O)c8ccccc8c7nc6cc5c(C#C[Si](C5CCCCC5)(C5CCCCC5)C5CCCCC5)c4cc3nc2c2ccccc12
19627,N#Cc1ccc(N(c2ccc(C#N)cc2)c2ccc3c4cccc5c(N(c6ccc(C#N)cc6)c6ccc(C#N)cc6)ccc(c6cccc2c63)c54)cc1
19628,Fc1ccc(N(c2ccc(F)cc2)c2ccc3c4cccc5c(N(c6ccc(F)cc6)c6ccc(F)cc6)ccc(c6cccc2c63)c54)cc1
19629,c1ccc(N(c2ccccc2)c2ccc3c4cccc5c(N(c6ccccc6)c6ccccc6)ccc(c6cccc2c63)c54)cc1
19630,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c4cccc5c(N(c6ccc(C)cc6)c6ccc(C)cc6)ccc(c6cccc2c63)c54)cc1
19631,COc1ccc(N(c2ccc(OC)cc2)c2ccc3c4cccc5c(N(c6ccc(OC)cc6)c6ccc(OC)cc6)ccc(c6cccc2c63)c54)cc1
19667,CC(C)(C)c1cc2ccc3c(N(c4ccc(F)cc4)c4ccc(F)cc4)cc(N(c4ccc(F)cc4)c4ccc(F)cc4)c4ccc(c1)c2c34
19668,CC(C)(C)c1cc2ccc3c(N(c4ccccc4)c4ccccc4)cc(N(c4ccccc4)c4ccccc4)c4ccc(c1)c2c34
19669,Cc1ccc(N(c2ccc(C)cc2)c2cc(N(c3ccc(C)cc3)c3ccc(C)cc3)c3ccc4cc(C(C)(C)C)cc5ccc2c3c54)cc1
19670,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)c3ccc4cc(C(C)(C)C)cc5ccc2c3c54)cc1
19671,COc1ccc(N(c2ccc(OC)cc2)c2cc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)c3ccc4cc(C(C)(C)C)cc5ccc2c3c54)cc1
19675,CCN(CC)c1cc2ccc3cccc4ccc(c1)c2c34
19679,N#Cc1cc2ccc3cccc4ccc(c1)c2c34
19683,CCN(CC)c1cc2ccc3cc(C#N)cc4ccc(c1)c2c34
19709,c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3ccc5ccc6cccc7cc2c3c5c67)-c2ccc3ccc5cccc6cc(c2c3c56)C4(c2ccccc2)c2ccccc2)cc1
19730,c1ccc(/C(=C(\c2ccccc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)cc1
19731,c1ccc(/C(=C(\c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)cc1
19732,Cc1ccc(-c2ccc(-c3ccc(C)cc3)c(/C(=C(/c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(C)cc3)c3ccccc3)c2)cc1
19733,c1ccc(/C(=C(\c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1
19734,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)cc4)cc3/C(=C(/c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(-c4ccc(C)cc4)cc3)c3ccccc3)cc2)cc1
19735,c1ccc(/C(=C(\c2ccccc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1
19736,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)c(/C(=C(/c4ccccc4)c4cc(-c5ccc(-c6ccc(C)cc6)cc5)ccc4-c4ccc(-c5ccc(C)cc5)cc4)c4ccccc4)c3)cc2)cc1
19737,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
19738,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1
19911,COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2([Se]1)c1ccccc13
19915,COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13
20043,CCCCCCOc1cc(/C=C/c2cc(OCCCCCC)c(/C=C/c3cc(OCCCCCC)c(C=O)cc3OCCCCCC)cc2OCCCCCC)c(OCCCCCC)cc1C=O
20044,CCCCCCCCOc1cc(/C=C/c2cc(OCCCCCCCC)c(/C=C/c3cc(OCCCCCCCC)c(Br)cc3OCCCCCCCC)cc2OCCCCCCCC)c(OCCCCCCCC)cc1Br
20045,CCCCCCOc1cc(C=C(C#N)C#N)c(OCCCCCC)cc1C=C(C#N)C#N
20046,CCCCCCOc1cc(C=C2C(=O)c3ccccc3C2=O)c(OCCCCCC)cc1C=C1C(=O)c2ccccc2C1=O
20047,CCCCCCOc1cc(C=C2C(=C(C#N)C#N)c3ccccc3C2=C(C#N)C#N)c(OCCCCCC)cc1C=C1C(=C(C#N)C#N)c2ccccc2C1=C(C#N)C#N
20048,CCCCCCCCOc1cc(/C=C/c2ccncc2)c(OCCCCCCCC)cc1/C=C/c1ccncc1
20123,CCCCCCn1c2c(c3ccccc31)-c1c(c3ccccc3n1CCCCCC)-c1c(c3ccccc3n1CCCCCC)-c1c-2c2ccccc2n1CCCCCC
20124,CCCCCCn1c2c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc31)-c1c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc3n1CCCCCC)-c1c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc3n1CCCCCC)-c1c-2c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2n1CCCCCC
20211,Cc1cc(C)c(-c2cc(-c3c(C)cc(C)cc3C)c3ccc4c(-c5c(C)cc(C)cc5C)cc(-c5c(C)cc(C)cc5C)c5ccc2c3c54)c(C)c1
20212,Cc1cc(C)c(C)c(-c2cc(-c3c(C)c(C)cc(C)c3C)c3ccc4c(-c5c(C)c(C)cc(C)c5C)cc(-c5c(C)c(C)cc(C)c5C)c5ccc2c3c54)c1C
20213,COc1cc(C)c(-c2cc(-c3c(C)cc(OC)cc3C)c3ccc4c(-c5c(C)cc(OC)cc5C)cc(-c5c(C)cc(OC)cc5C)c5ccc2c3c54)c(C)c1
